Review,label
"I miss linear notes, cover art, lyrics (like real ones, not autotech guessing), bios (accurate), musicians, vocal, producing credits and please get rid of the fake albums for which none of the songs are available to hear. Other than that, and the constant glitches in sound, it's just dandy.",NEGATIVE
It's a good app and i would have given 5 stars but after new update my Spotify is stuck at Spotify logo whenever I launch application.Developers pls fix this as soon as possible,NEGATIVE
There should be an option to remove songs which we don't like from auto generated playlists.,NEGATIVE
As some songs are not available at it so m giving it 4 stars and hope u gonna fix it asap.. â‰¥ï¹â‰¤,POSITIVE
pls reduce ur ads some of us cant buy premium cuz their parents think its a waste of money.,NEGATIVE
Works well in car and car picked up via bloothtooth automatically.,POSITIVE
This is a star I gave him a lot Why can't I listen to it in Iran? Then your countries start pondering and say freedom and ...? Then we can not listen to our country?..A student ... teenager ... you do not value us listening to our favorite songs because we are from Iran... Do you think we love ourselves here?We are in pain but we do not have the right to speak ... This is just music ....Do you really take this from us?,NEGATIVE
enjoying listening music.,POSITIVE
Overall the app is very good but we cant downlaod the song without premium if you remove thing your rating got 4.8,NEGATIVE
Spotify is a joy to use. I love the playlists it automatically generates. The playlists are based on the type of songs you listen to. This introduces you to other artists you might not have heard of. You can also create your own playlists.,POSITIVE
Hi thanks my enjoying times o.k. function great my system I use stops two day after heat resistance? Cool,POSITIVE
"Lost without this app. I have more access to any music and podcasts than ever , part of my life now",POSITIVE
"Worst, there's no place for those who try to play it without subscription. There's a ad in every single song",NEGATIVE
Sound quality is decreasing...,NEGATIVE
Well.......what.....to....say.....about this app it's great as you all know and heard of. For the ones who are K-POP fans it's great for them.....â¤ï¸â¤ï¸ðŸ˜˜,POSITIVE
I use spotify everyday and keep adding to my playlist! Limited ads and I easily find artist and songs. Highly recommend this app!!,POSITIVE
"Too many bugs too often. It's great when it works, but i would expect it to maintain its functionality as I'm paying for a premium service. Pretty disappointing with all the bugs and regular glitches",NEGATIVE
Excellent and convenient,POSITIVE
Very laggy on android phones,NEGATIVE
I don't like ads between music. And don't want to take subscription.,NEGATIVE
Best songs quality and very easy to use . ðŸ˜ŠðŸ˜Š,POSITIVE
"perfect for anyone who wants to listen to podcasts and music free with ads. my only problem being it will sometimes not let me log in, but this is rare",POSITIVE
So many issues with the app.. I ve had spotify for years but seriously this is getting annoying. Also the 'spotify community' page is an absolute joke. Someone just replies with the classic clean re install 'solution' and marks it as solved. I have 40 GBS of music.. if I have to re download one more time I swear I am gonna lose it.,NEGATIVE
The sound is very clear.,POSITIVE
"It's the go to app for music. The swipe gesture was a long awaited and great addition. It would be worth 5 stars, but I have unliked songs too many times accidentally due to the position of the like button. If it were only visible inside the player it would mean less accidental touches.",NEGATIVE
Simply simply lovely.,POSITIVE
"Solid expirence, high quality music listening.",POSITIVE
Why is there no repeat button???,NEGATIVE
Love being able to travel intimate to whatever decade I'm feeling atvthe moment!,POSITIVE
Don't know happaned to this app but it is slow now.....to play or find a song takes forever now... it is very irritating and i seriously consider unsubscribing and quitting using it,NEGATIVE
Too much ads,NEGATIVE
Love listening to all my old 80s favorites on Spotify,POSITIVE
"My fav music source- in the car and at home, meets all the needs and adding to playlists is super easy",POSITIVE
Its a great app I could listen any song I wanted its really amazing but the only problem is the add you will have to listen adds more than songs its horrible please do something about that add,NEGATIVE
"App is broken with newest update. Spoke with Tebro Z through the web support messaging system and after going through the usual suggestions, was told the issue has been sent to devs. Will update review if/when issue is fixed.",NEGATIVE
It's okay but to many ads and they are long,NEGATIVE
It needs to work offline ðŸ˜’,NEGATIVE
"i can't login because everytime i tried to login, it always says that i'm offline, when i'm not. i turned on my mobile data. isn't there any solution for this problem? it's really bugging me",NEGATIVE
I would have done it a zero but that's not possible so I give you a 1 it won't let me restart my password because I'm on infant I'm on infinite Shuffle I'm having a mental breakdown about it and I hope your company gets bankrupt ðŸ–•ðŸ¾ðŸ–•ðŸ¾ðŸ–•ðŸ¾ðŸ–•ðŸ¾ðŸ–•ðŸ¾ðŸ–•ðŸ¾ðŸ–•ðŸ¾ðŸ–•ðŸ¾ðŸ–•ðŸ¾ðŸ–•ðŸ¾ðŸ–•ðŸ¾ðŸ–•ðŸ¾ðŸ¥²ðŸ¥²ðŸ¥²ðŸ¥²ðŸ¥²ðŸ¥²ðŸ¥²ðŸ¥²ðŸ¥²ðŸ¥²ðŸ¥²,NEGATIVE
"Adds are too much, would have subscribed the premium version but they charge too much.. at least lesser the adds",NEGATIVE
Good.. I can listen to my favorite music really easy.,POSITIVE
Nice layout and some good suggestions,POSITIVE
This app is horrible I tried to make an account with my when I was born but it's not working I think they need to work on this cuz I'm just doing what I have to do I wanted to test it out and listen to some music not on YouTube and it's horrible utterly horrible I don't understand how people will like this but I will not recommend this,NEGATIVE
Love the quality and availability of my favourite by a push of a button,POSITIVE
Best place for podcasts,POSITIVE
Very hard to use and why must i have extra music in my playlist that i don't want,NEGATIVE
"Recently, today I could not play my liked songs, all it does is play songs I've not even seen nor heard of, and I'm starting to get angry.edit:it has been a few weeks now and it still does this, it won't stop, I try to play song from my Playlist, but it goes and play I don't have on it, and it is just so stupid, I can't believe your famous business is failing this badly to give the user what they want.",NEGATIVE
"Can pick music I like, don't get anything don't want",NEGATIVE
Great app to listen to music on...10/10 would definitely recommend,POSITIVE
Give thousand ad one after song ðŸ˜¡ðŸ¤¬ i like that why you intrued app for ad only know why you that music change your name and set spotify play thouand ad and podcasts,NEGATIVE
This app is so nice i listen my fav song and my fav artist i follow them i like spotify so much Thank you spotify,POSITIVE
"Very excellent app, it gives me the collection of my pet music, thanx spotify.",POSITIVE
I like the fact that you can find so much music but there is sooo much to dislike like the fact that I can't choose what to listen to and every thing is shuffled and I can't listen to whatever I want and if I put one music in a playlist to listen to it They add music out of no where its annoying,NEGATIVE
Should also include downloading so that we could use it offline(free of cost).,NEGATIVE
"It would be great if App supports a feature to add a song as â€Play Next"". Apart from that it was Top Class.",POSITIVE
"Excellent variety of music tracks, nothing you search you can't find ! I love this app",POSITIVE
I am a collage student and i can't afford premium even after the discount and I get it that it is trying to push its customers towards buying premium but the number of ads are getting outrageous nowadays. Mocking your free user isn't going to get them buy premium it will just push them away. It has now become an app which is just insensitive towards poor people,NEGATIVE
Thumbs up for this app! Easily download any songs that I want and it's good for sharing.,POSITIVE
exelente play list and sound quality awesome ðŸ˜ðŸ˜,POSITIVE
"Awsm app ðŸ”¥ðŸ”¥ It shows all lofi songs also, it's great ðŸ‘ðŸ‘ & Also unplugged album song â™¥ï¸â™¥ï¸",POSITIVE
I love spotify so much it is awesome!!!,POSITIVE
Too many bugs on my phone,NEGATIVE
I love it. I get to explore different podcasts I hear about.,POSITIVE
Songs ok but lyrics worst then expected.totally lost of read,NEGATIVE
Without money . . . .Too much adds. After every song there is add.,NEGATIVE
Easy and clear to use for music. Don't listen to Joe Rogan. I use Spotify everyday I love it.,POSITIVE
"Spotify changed my whole world after my son told me about it years ago. What? They have full albums? They have albums from the 70's?? Tears were shed as I would have a musical memory, do a quick search, and bam! The Best of Bread, Twin Sons of Different Mothers, Rumours --it doesn't get any better than this. Totally worth it people.ðŸ’—ðŸ’—ðŸ’—",POSITIVE
Last update ruined playback. Pocast keeps stopping for no reason.,NEGATIVE
I feel like there's a new update every other day. Whenever I got to use the app it either closes itself or just doesn't play music. Then I checked and.... surprise... another update. Sometimes I don't have the time to download the update and so I just have to be music less. So annoying.,NEGATIVE
"This app used to give zero ad experience earlier. But it's condition is worse after these updates. So, what about those who want less ads without premium?",NEGATIVE
"When you pay its 5 starts easy, but if you dont then it's literally the worst app and you may aswell download soundcloud",NEGATIVE
It is a very good music app to use,POSITIVE
I am unable to login in it and i tried all accounts,NEGATIVE
This app Is very nice.It's do Good Work I am an army.I listen BTS SONGS I LOVE TO LISTEN BTS SONGS or sabse achi baat muhhe yeh lagi is app ke bare mai Ki songs ke sath mai lyrics bhi aate hai.I am satisfied with this appðŸ’œðŸ’œ,POSITIVE
Hey the ads really sucks man i cant afford premium so dont i have right to get good music expwrience i am not asking you to make spotify ads free but the service is really bad i am listening a song then an ad then another song then again adðŸ¥µðŸ˜­ðŸ˜¡,NEGATIVE
I literally can't even open the app and I don't know why but I used it before. It's just the Spotify logo screen.,NEGATIVE
I had an excellent experience. Love the Reggae music. They are my mood and fitness companions.,POSITIVE
Absolutely love spotify,POSITIVE
Would be a 5 but to many ads even with membership. The podcast are even getting worse like JRE Love the show but hate the ads,NEGATIVE
Easy to use and a ton of songs,POSITIVE
"I love Spotify. It's so easy to use, I have my life playlist wherever I go.",POSITIVE
"Some of my fav songs like coke studio season 9 tera woh pyar ,afreen afreen ..not available on my app...so a bit disappointed",NEGATIVE
It is a good music listening app i love the interface and everything. But please add the option to change audio quality on wear os. It is so much worse.,NEGATIVE
FARKIN WOW LOVE THIS APP not a song me or my friends and family have not been able to find over 12 months member and loving it. THANK YOU,POSITIVE
Nice and gentle play songs...,POSITIVE
Can't log into my account that I want to cancel subscription,NEGATIVE
Pretty good app.I love it shuffle mode and I recommend it ðŸ‘Œ,POSITIVE
Super music playing app,POSITIVE
It's a good app it has all the death metal I listen to. My only problem is why the hell do have to go offline to listen to downloaded music. And I have a 5g phone and it always says I'm offline unless I'm on WiFi and I pay for it. That's why I given one star,NEGATIVE
It's better than the other available music apps and I like some of the features and suggestions but it isn't Google Play Music and I miss it,NEGATIVE
"App crashing of recently , and the search bar gets masked partially by the top indicator panel of the ui , in pixel 4a",NEGATIVE
I listen to old time radio programs while working and walking...great app!!,POSITIVE
It is great but too many adds,NEGATIVE
Excellent music source even in free mode,POSITIVE
I find any songs I'm looking for thank you,POSITIVE
Good apps for someone who love music because it have a lot of good musicâ˜ºï¸,POSITIVE
I like to listen the songs,POSITIVE
"Unplayed filter hides unplayed downloaded episodes. Constantly disconnects from ear buds requiring closing and reopening app. Also will sometimes take ages to download tracks. We're talking dialup speed. Also, will not work with Bluetooth with lots of restarts. Such a shame",NEGATIVE
It's one of my favorite apps on any type of electronic,POSITIVE
Stupid app won't let me play certain specific songs it's always on shuffle play without premium,NEGATIVE
Very nice experience it amuses me when I listen to music form spotify,POSITIVE
"sometimes it's take time for loading , By the way it's Nice app ðŸ‘ðŸ»",POSITIVE
I accidentally deleted the app and for the past few days I am trying to download it and I can't I tried downloading another app thinking it would've been a problem in my phone or playstore but no the app was downloaded easily only Spotify is not please fix it.,NEGATIVE
Recommended songs. Stop. It's annoying,NEGATIVE
"easy and simple,",POSITIVE
Luv the ability to pick from so many genres of music. It just fits Any mood I'm in.,POSITIVE
Hate that random songs can just come next when playing a specific album from my country. But it's a good app. Not too many ads. Love that,POSITIVE
"I love this premium feature but in our country it takes lot of taxes from tele communication service, so Spotify should use nagad payment method",NEGATIVE
"""Music to my ears"" Awesome!! Soooo Cool! ðŸ™‚ðŸ™‚ðŸ‘ðŸ‘",POSITIVE
i love the app but whenever i open it i see the logo and it doesnt load anymore i uninstalled it and installed it a bunch of times and i dont know what to do anymore,NEGATIVE
"Update 30/06/22 - I've been a Premium user now since October '21 and it has been an awesome ride of discovery and rediscovery across the musical spectrum for me! If you have the change, try out Spotify and you won't regret it because it's worth every penny in my view. There are plenty of lesser known artists in this that mainstream is absolutely clueless about which is good of Spotify to include in their catalogue. At Â£9.99 it's like paying for access to the biggest record collection ever!",POSITIVE
Very nice music app I love it so much ðŸ’ž,POSITIVE
"Thank you for returning back normal position of media control buttons. Please, avoid this kind of experiments in the future.",NEGATIVE
Won't work on my phone tried everything deleting app ect sign out of all accounts... no customer service...bummer,NEGATIVE
it wont let me log back in ive been trying for so long and i cant get back in,NEGATIVE
Spotify ad every 2 songs just make it 5 or 6 songs,NEGATIVE
"Why can't subscription be controlled from the app, just like YouTube music and other platforms?",NEGATIVE
Absolutely the best app for listening music podcast and ..... the best choice is Spotify âœŒðŸ»,POSITIVE
"Today, i tried to switch my account but then i can't even go to the login interface. Forever in loading logo. I also tried to re-install but still the same. I may changed my rating if they fixed this but now I can't use it.",NEGATIVE
I don't like it so many ads after every one song.... This not suitable for who not purchase premium...,NEGATIVE
I enjoy this App. It has so many options and is easy to use,POSITIVE
"The app's great! Just like I heard it. Infact, it had almost all the musics and podcasts I just needed.. All I had an issue with is this - When a playing song ends, the 'notification' for the song disappears and the next song doesn't play.. I've recently updated Spotify but it doesn't work, I manually need to change the song each time one ends (Which gets annoying when we are gaming or being on Social medias). Please fix this.",NEGATIVE
"Very awesome, allows you to listen to worship music without any interuptions and still has minimal ads",POSITIVE
"As a fan of listening to Korean, Japanese and Chinese Songs, i would greatly appreciate it when you consider incorporating a ""ROMANIZED"" version to your lyrics' section esp. for those people (including me) who likes to sing along with the song/s. Please consider this for your next update. Thank you!",POSITIVE
"I'm ashamed that Spotify is bowing to the Cancel Culture. On top of that, all of the ""news"" podcasts are extremely left wing. Just tell me what's going on in the world and let me make up my own mind.",NEGATIVE
Its the best music app ever but the only thing is that i need internet to play music,NEGATIVE
"If you plan on paying to avoid ads and listen to podcasts or anything other than music, DO NOT BUY SPOTIFY. with the rising of people adding in content ads and such makes premium obsolete. They constantly try popping open some info on car mode while I'm driving which is a hazard. This app Is really really going down the drain. Just use apple music or Dropout TV. Or anything else really.",NEGATIVE
Why did my filters in Liked Songs disappeared after I reinstalled the app?,NEGATIVE
Good no glitches every song mood freshing albums and every thing that you would ever want,NEGATIVE
"This app is just superb... there is only one suggestion, when I opened this app it automatically started playing songs which I've heard last time... other than this... everything is good. I really loved that this app contains podcast... Thank you Spotify.",POSITIVE
Can't scroll through the genres and the genre selection got way worse. If this app wasn't the best one around I wouldn't even use it but that's what happens when 1 company owns virtually the whole market,NEGATIVE
I love this app . I am using this more than 2 years sound quality is awsome,NEGATIVE
it was a good app but recently like the past 2 months i cant edit or even see my playlists its so annoying and it dont even play them or my podcasts idk what happened but i really dont like it,NEGATIVE
Some songs disapear from my playlist. And NO it is not the artist removing them from Spotify library as they are still available to add manually again.,NEGATIVE
EDIT: SOUND QUALITY STILL SUCKS.,NEGATIVE
"Till you can't play offline mode,it fraud",NEGATIVE
Best music app ever,POSITIVE
"I get to listen to my favorite music but I don't wanna listen to other stuff because I know what I like to listen to, and I don't like what Spotify recomends, and the skips are limited for some dumb reason, so I either have to put up with the HORRIBLE, TERRIBLE music Spotify reccomends to me or use my skips. Spotify does not know my music tastes. (It recomends a ton of Brony stuff cause I like Someone Like Me and Ashes.)",NEGATIVE
I love your song app thank you to making this app,POSITIVE
"I like the app very much nice playlists for every mood but problem is there is no option for the recently heard songs . So ,please add the option of recently heard by the update.",NEGATIVE
Only Spotify comfort's me,POSITIVE
"Im paying for this and I still get ads. More and more. Not sure if its by the company or the podcasters, but its country specific, so its not a built-in ad. Even if its by the podcasters, you should not allow this. I hope youll fix this.",NEGATIVE
It's good it's just ads and I'm having troubles getting my Playlist,POSITIVE
Everything's fine except ads.,POSITIVE
Spotify has a podcast for everyone's taste,NEGATIVE
"There's some issue with this app on my phone, it isn't getting opened, could you please assist",NEGATIVE
"It's good music but like LET ME LISTEN TO WHAT I WANT TO LISTEN TO, I PUT IT IN MY PLAYLISTS LET ME LISTEN TO THAT AND NOT SOME RANDOM SONG YOU MIXED IN WITH IT",POSITIVE
Love it been using Spotify for like 6 years now 10/10,POSITIVE
fantastic music but Why delete the SHUFFLE BUTTON Please bring it back,NEGATIVE
I love this app soo much.... it's my daily dose and i hope it's yours too,POSITIVE
Very Bad App There Are Too Much Ads,NEGATIVE
i love spotify. Spotify make my happy I love you so much ðŸ’š,POSITIVE
"They ""shuffle in"" too much of what they want you to hear",NEGATIVE
Good for English music abroad,POSITIVE
"The music is great, but why can't I renew my subscription in Nigeria, it sucks because I have tried all the cards I have and yet it's declining the cards. Mind you it accepted the card when I initially started",NEGATIVE
Spotify is the good app for music,POSITIVE
Great selection of music and easy to access.,POSITIVE
how to make basic fried rice 3 cups cooked rice * 2 Tbs sesame oil. 1 small white onion chopped. 1 cup frozen peas and carrots thawed. 2-3 Tablespoons soy sauce more or less to taste. 2 eggs lightly beaten. 2 Tbsp chopped green onions optional.,NEGATIVE
"Easy to use, transparent app with all music you need.",NEGATIVE
Great application to my music world,POSITIVE
"My fav app, can't do without it even for a day!",POSITIVE
Its good till you are done listening because if you want to hear the song again spotify plays some random song even if i put it on my playlist it wont play because spotify keeps adding other songs and it keeps playing them instead of the song i want and i cant find a way to stop it,NEGATIVE
Would be great if lyrics could be displayed for all songs - not necessarily Genius,NEGATIVE
They stole my music up rf my phone I downloaded elsewhere noway of the return ing.. has happened so they know they do,NEGATIVE
Best app when it comes to music choice,POSITIVE
What a lovely app of music heads off to this app maker or app maker team,POSITIVE
I would give it 5 stars but it has increased the ads frequency between two songs,POSITIVE
I basically live on spotify but sometimes I have to delete then reinstall it because the play/pause bar glitches.,NEGATIVE
One of the best App to download and listen music,POSITIVE
"I like the choices that I had to choose from. It was easy to choose the app that I wanted,and use that app. Gina Guess",NEGATIVE
Excellent app with a huge selection of music from a broad range of genres.,POSITIVE
Pls help I can NOT PLAY SELECTED SONG pls all I want is free music,NEGATIVE
Worst music and podcast app available Edit: 6/30/2022 (over a year later) This app accrossed all my devices is still absolutely horrible. If I rewind a podcast more than 15 seconds it goes into a buffering loop that never ends. On occasion if I get ads on a podcast it restarts any podcast I'm listening to then makes me listen to adds again at a random spot in the podcast. HIRE SOME ACTUAL SOFTWARE DEVELOPERS,NEGATIVE
UI is terrible + app doesn't even work half the time.,NEGATIVE
"Download for any particular song is not available, at home page ther is only playlists add some song too ........",NEGATIVE
Chose Spotify for the minimal user interface it has. Spotify makes syncing so easy across different OSs.,NEGATIVE
Worst application.samsung duos phone is faster than Spotify,NEGATIVE
I like it from the start but when I play my fav song and it ends it's plays random song update this pls,NEGATIVE
"I just wanna recommend adding the music search quality like ""Shazam"". The one where we can know a song name quicker",NEGATIVE
"It's good app for music lover ,specialty who use music when they work",POSITIVE
"I just bought premium 2 days ago and since yesterday the app just won't open. I've tried everything: force stopping the app, uninstalling then reinstalling, removing then retaining permissions. But it just stays stuck on the logo when I try to open it. I'm not having my money poured down the drain on premium for something that won't even open! Is there a way I can recover the app properly? I'm on android. Thanks.",NEGATIVE
"Used to love this app.. the 30 minutes without interruption. good times. now it's an ad every 1-2 songs. I barely use this app anymore because of it. and when it says ""30 minutes without interruption"" it's actually just 4 songs then like 10 ads straight.",NEGATIVE
I love to sing so I love this decause there are not a lot of adds and you can listen to music and not be interpreted and listen to any song the song you love.,NEGATIVE
had only no song only hard,NEGATIVE
"It's a good app for listening music but it's too restricting, when i play my fav song it automatically played another song which is not in my playlist.",NEGATIVE
"It is really awesome â¤. Like so much better than the YouTube app. When I close yt, the song or video doesn't continue playing. It's because I am a tablet user. But Spotify is really awesome. If I close it the song still plays. It even asks you for your three fav artists and it makes you a mix by yr personality. Great music platform! Tap install already now! â¤ðŸ˜ƒ",POSITIVE
Actually the pc version is good you can atleast select between the songs in your playlist and in this app you can't even do that and when i play my playlist it automatically selects shuffle and sometimes it just playes a songs that is not even in my playlist a rubbish app deleting it.,NEGATIVE
"Good app, but lots of Add",POSITIVE
Music is great even has some classics but it only lets you skip song 6 tims instead of as many times as you want and it dose not let you just listen to you're play list with out the suggested songs unless you have premium and it sucks.,NEGATIVE
"Hello! I'm new to Spotify and this is my first time using it. I'm loving it so far! I just have a few suggestions, 1. In the music player, we should be able to swipe down and up without having to use the arrow. 2. A double tap to seek for about 10 seconds would be really nice to add. 3. In the mini music player, we should be able to swipe down to get rid of it. 4. More animations when you click the pause and play button would make Spotify better. And 5. Sometimes the app will crash after opening",NEGATIVE
It is an excellent music app,POSITIVE
"I used to enjoy the app a lot more even though it's been glitchy and laggy from time to time but now I have to deal with advertisements every two songs, 3 if I'm lucky. And not just 1 or 2 ads but 3-4 ads and the same ones over and over again. So for every half an hour I listen I hear like 10+ ads and it gets old fast. When I skip a song or change channels it goes straight to ads again, so I feel stuck listening to something I don't want to so as to avoid the same ads yet again.",NEGATIVE
Worst app ever used. It has more adds than songs that we search for. Irritating adds force me to uninstall.,NEGATIVE
Great app but very annoying. I accidentally hit 'do not play again' because I wanted it to play on loop and now I cant play it no more and it really anoys me because this is the only app I can shut my phone off with,NEGATIVE
"Simply select the mood and you will be taken by it, so simple",POSITIVE
"The app is really good, but I hate how how you have to shuffle to listen to playlist and not just pick a song you want to listen to, and how many ads there are. I get 9-10 ads before I can listen to a song. Or the song just gets skipped cause of â€œInternet connectionsâ€ even though I'm connected to strong internet. Some times I hate how you need to pay for a offline playlist. Spotify is a really good app, but even though it has some pros, it has a lot more down sides to it.",NEGATIVE
Nice application for song lover.,POSITIVE
Sometimes there's an annoying bugâ€¦ It closed by itself or just stop playing,NEGATIVE
Great variety of music,POSITIVE
Great human story - great interview where the interviewer draws an amazing story from Jay Gaffey - looking forward to Pt 2,POSITIVE
very good with all types of music to suit everyone.,POSITIVE
Best way to hear pure way of music and huge collection,POSITIVE
Thanks for making ads unskippable out of nowhere so you f me up while traveling on the road. I will never buy anything I hear from a Spotify ad because I can't skip.,POSITIVE
Finally got Spotify Premium and it's worth it. No more annoying ads and so many features. The price is reasonable to be fair. I just love it.,POSITIVE
"Never had an app that literally ignores my imput... garbage. I search a song I want to listen to, listen to the ad then guess what... It plays sum bs not even related to the artist or song I want to hear. Okay no big deal I'll just skip it then... NOPE ANOTHER IRRELEVANT song I didn't ask for until I have no skips left and it never attempted to play the song or artist I wanted. Again... garbage",NEGATIVE
One suggestion: Add shuffle and repeat buttons to the mini player in lock screen,NEGATIVE
"When i search for an artist and get in their profile, only 5 or 6 songs are displaying.",NEGATIVE
This app contains no songs from à®‡à®£à¯ˆà®¨à¯à®¤ à®•à¯ˆà®•à®³à¯ movie in tamil movie and many other tamil movie song,NEGATIVE
I love music and you gave it to me.... THANKS........,POSITIVE
Unable to unhide songs,NEGATIVE
"Spotify been a best platform for me,keep it up guys",POSITIVE
"So every week on my release radar, spotify keeps putting a random artist from a genre that i never listen to, but the song has one of bands i listen a lot tagged as a associated artist even though they aren't. For example the song: ""UTOPIA-Abridged"" by Harper Minta, Aer, Blu, and the odd ball Avatar. Which is a swedish heavy-death metal band...",POSITIVE
Too many commercials after first 30 minutes.,NEGATIVE
Paid for premium and I'm still getting advertising,NEGATIVE
This app is amazing for listening music,POSITIVE
"Best new music engine, lots of o scu trax. Where's Anne now?",POSITIVE
Simply put.. Spotify > every other music stuff you know,POSITIVE
The commercials are atrocious.,NEGATIVE
Very happy with Spotify's music.,POSITIVE
"Excellent!!! Always my go to for sleeping, walking, meditating or just enjoying",POSITIVE
Just one suggestion: I've created my own Playlist and everything is fine but when I've shared it with my friends they aren't getting shuffle option for the playlist. Same problem I've experienced with many other Playlists. Please provide the shuffle option for all Playlists and if it's a bug then resolve it.,NEGATIVE
"Autoolay problem. I've disabled the setting, but spotify still plays songs that are suggested instead of the actual songs that are in my Playlist. I have premium though, it's just straight up dogshit. Use youtube instead.",NEGATIVE
love Spotify so much,POSITIVE
I con't find defferent -defferent language songs on this app:::,NEGATIVE
I love Spotify it's great music all the time anywhere i go i got my music very easy to use just add the songs you love and start listening,POSITIVE
Awesome sound quality...,POSITIVE
App is very very nice song,POSITIVE
Awesome music application,POSITIVE
"Recommend songs when I play my liked songs jeez, all I want to do is listen to my liked songs, not recommend useless songs.",POSITIVE
Way too many ads,NEGATIVE
"Wonderful, until the layout changes randomly, removes my ability to see the queue, or stops showing what music I'm playing. Acts up a bunch. I have auto-updates on, too :/",NEGATIVE
"Music is my life, and i honestly don't know where I'd be without it. I've downloaded so many apps to stream music but none of those apps come anywhere close to being as good as Spotify. Not only does it have any and every artist album and song you could think of but Spotify is always looking to find ways to keep the consumers happy and satisfied.",NEGATIVE
It's ok but I wish there was an option for them to recommend music in you playlist I wish you could turn it on or off,POSITIVE
The best music app ever,POSITIVE
"It has been a corner stone in my phone, at least now I have something that can ease up the tension. Spotiy is really an amazing app which I'll recommend to every person that passes an eye through it; don't hesitate to download it and give it a shot.",POSITIVE
Too much ad cant tolerable,NEGATIVE
I found all my related songs at one place. Recommended.,POSITIVE
"Love Spotify it is worth every penny. I like that I can take my music everywhere I got with no enteruptions. You can find all kinds of stuff in the app to, not just music.",POSITIVE
I'm getting fed up with Spotify. Even though I have almost 2000 liked songs it plays the same hundred or so when on shuffle. To the point where I end up unliking some of my favorite songs so they don't get over played. I want a shuffle option where songs are not repeated until all songs have been played. And it should be able to keep track of what's been played over multiple days. Also wish the algorithm could recognize a genre I play infrequently and not change my recommendations.,NEGATIVE
It has a lot of choices but it will pause my song mid way through or restart it.,NEGATIVE
Very large selection of music I like being able to select albums,POSITIVE
"Updating Spotify is risky. With the last few iterations, podcast downloads take forever because they keep restarting from 0%",NEGATIVE
It was a good experience having spotify. It gives a lot of energy and hype when I have it and it makes me more love music because somehow it is my comfort care for myself. All in all its very good.,POSITIVE
I love this app except for the fact that there are constant ads. I know that's just a way for the developers to get people to buy premium but it's just infuriating.,NEGATIVE
"Every song is available, & best interface among others.",POSITIVE
"I have been using the app since 5 years now, and frankly, it is a good app. But these days there are many problems with the app. Though I have purchased the premium package, I am not able to listen to the songs I want, or search for any song. It says something went wrong, or no internet connection. I waited for more than a year for the issue to get fixed. If this continues, I dont think I will renew my premium package anymore. There is no point since I cant listen to any songs.",NEGATIVE
Only plays shuffle. Spotify sux,NEGATIVE
Good buffet of songs.,POSITIVE
The app has been working for me sense 2019 and its pretty good but unfortunately when i go to daily mix it shuffles the playlists with songs that arent in that mix and yes i refreshed and swiped off the app and reopening it but it still stayed on shuffle mode even if i reinstalled it its still on shuffle so i don't know if its an update or a unfixable glitch,NEGATIVE
too bad cant play songs bad update,NEGATIVE
Love listening to the music but when I get 6 ads IN A ROW I kinda get irritated,NEGATIVE
I WANT TO SKIP AND LISTEN BUT THE OPTION IS LIMITED OTHER THAN THAT I L9VE IT,NEGATIVE
good and very easy to used app,POSITIVE
Everything is great... no doubt...but Why do uh always show ads after saying no ads for 30 minutes ðŸ˜’ðŸ˜’ðŸ˜’,NEGATIVE
"Editing playlists, making playlists, and even playing songs are a chore using this app. The ui can use alot of work, and the fact that so many necessary features are locked behind premium make it so much more aggravating. The only reason I still use this app are the huge library of songs it contains",NEGATIVE
Very bad I got continuously 4 ads ...ðŸ˜¢ Around 1 min there must be some limit on ads you can't show it however you want I only listen music on Spotify. But this disappoints me.ðŸ˜¢ðŸ˜¢,NEGATIVE
I forgot my password and Google didn't save it. I tried to reset it and it doesn't work. If paying for it I shouldn't have sny problem with resetting a new password,NEGATIVE
It is an amazing appðŸ˜Ž .....ðŸ¤”first you download then you can seeðŸ¤« how the app is working......ðŸ¥°ðŸ¥°,POSITIVE
Best music experience you can have,POSITIVE
Its not workinh i have the best network and it says no internet connection plz fix ittt,NEGATIVE
Some one is using my Spotify! I cannot get him out from Vietnam! I will lose all the music I have 466 songs!No one can help me I have no choice but to DELETE all my songs!,NEGATIVE
Exceptionally super duper app! The best!!! Julio Blanco.,POSITIVE
More ads than songs If you want to experience all types of advertisements more than songs just download without premium...if you want more songs than ads then go for Jio saavn,NEGATIVE
Feature are very friendly quality is best,POSITIVE
"I have had Spotify for a week so far its excellent, plays all the good music l want to hear.",POSITIVE
My problem is that i chose a song and it sends me to another song I don't want and i am pretty sure that is for premium but seriosly premium to stop shuffling,NEGATIVE
I wish that you could choose whether or not you want spotify to add to your playlists... I personally hate it... I made the playlist with certain songs in it... I don't need more songs added... maybe you could recommend those songs to be added but you just adding them makes my playlists useless and there was no point in me making it if you were just going to change it,NEGATIVE
Love using Spotify it's just I hateeeee the ads but I don't wanna have to pay just to get rid of them other than that I love everything about it.,POSITIVE
Good music app but worst irritating adds Avery song play after add comes,NEGATIVE
All Songs Are Available and Simple play,POSITIVE
